@relation scenarioA_data_1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}

@data
0.72218,0.44898,21
0.34575,0.24377,32
0.46637,0.45356,5
0.20838,0.65511,6
0.2324,0.5085,12
0.7229,0.4488,21
0.26343,0.22049,4
0.15321,0.46358,17
0.72913,0.30524,31
0.1149,0.26455,0
0.58121,0.22193,10
0.19476,0.90607,11
0.65976,0.62911,7
0.72263,0.4495,21
0.34157,0.23974,32
0.098593,0.39978,16
0.4688,0.45267,5
0.21394,0.64834,6
0.45411,0.81956,20
0.11645,0.95641,15
0.95369,0.77065,18
0.23523,0.50389,12
0.72245,0.44866,21
0.46767,0.45254,5
0.57356,0.22503,10
0.73049,0.30666,31
0.66188,0.63074,7
0.34084,0.24264,32
0.009842,0.83102,19
0.16004,0.48623,1
0.72229,0.45029,21
0.20871,0.65329,6
0.46834,0.45138,5
0.44259,0.87472,0
0.23598,0.50906,12
0.13096,0.80866,29
0.953,0.76977,18
0.57882,0.21145,10
0.72196,0.44925,21
0.34128,0.24735,32
0.39653,0.1735,25
0.66256,0.62915,7
0.46665,0.45455,5
0.51407,0.38999,14
0.72273,0.45016,21
0.72956,0.3078,31
0.72236,0.44887,21
0.1941,0.68618,6
0.46503,0.45367,5
0.23998,0.5066,12
0.85103,0.50557,0
0.34473,0.24374,32
0.14832,0.4457,24
0.66138,0.63153,7
0.58408,0.22348,10
0.95313,0.76973,18
0.46913,0.45369,5
0.19579,0.66431,6
0.25863,0.22476,4
0.34019,0.24674,32
0.46861,0.45272,5
0.72921,0.30546,31
0.72155,0.44943,21
0.66165,0.62984,7
0.56677,0.22476,10
0.23344,0.50691,12
0.15307,0.46373,17
0.19496,0.90624,11
0.10299,0.3982,16
0.46896,0.81578,20
0.3507,0.46228,0
0.46817,0.45537,5
0.95387,0.7727,18
0.19318,0.6624,6
0.72297,0.44965,21
0.11512,0.95654,15
0.34207,0.24378,32
0.46975,0.4531,5
0.661,0.62744,7
0.58736,0.22147,10
0.13142,0.8075,29
0.72248,0.44911,21
0.16022,0.48645,1
0.23819,0.50608,12
0.72849,0.30519,31
0.0095751,0.83371,19
0.46857,0.45205,5
0.20998,0.64332,6
0.34116,0.24776,32
0.95447,0.76707,18
1.0234,0.67512,0
0.57178,0.21999,10
0.46922,0.45134,5
0.6593,0.62829,7
0.52079,0.38898,14
0.72139,0.44846,21
0.22896,0.50918,12
0.33842,0.24736,32
0.21043,0.66514,6
0.72259,0.44928,21
0.14989,0.44683,24
0.3965,0.17354,25
0.46712,0.45445,5
0.57376,0.20475,10
0.95089,0.77605,18
0.73012,0.30676,31
0.28696,0.63713,0
0.65928,0.62786,7
0.46671,0.45445,5
0.72242,0.44843,21
0.34407,0.24411,32
0.23507,0.50687,12
0.25653,0.21805,4
0.21777,0.65062,6
0.72143,0.44915,21
0.46761,0.45177,5
0.45608,0.82361,20
0.57344,0.22897,10
0.94979,0.76149,18
0.66274,0.62839,7
0.34495,0.2411,32
0.10593,0.39566,16
0.19019,0.062438,0
0.12981,0.80769,29
0.19541,0.90623,11
0.72871,0.3053,31
0.20364,0.66361,6
0.46837,0.45422,5
0.15319,0.46349,17
0.72264,0.44893,21
0.23872,0.50641,12
0.11703,0.9555,15
0.57231,0.21031,10
0.33205,0.24089,32
0.46787,0.45267,5
0.72392,0.44879,21
0.66091,0.63072,7
0.16007,0.48653,1
0.72294,0.44925,21
0.95402,0.76801,18
0.37816,0.61137,0
0.52042,0.38292,14
0.20049,0.6621,6
0.57563,0.22444,10
0.35096,0.24533,32
0.23512,0.51489,12
0.72783,0.30493,31
0.72232,0.44936,21
0.0094552,0.83191,19
0.4672,0.45491,5
0.7225,0.44886,21
0.14974,0.44698,24
0.65941,0.63035,7
0.47038,0.4537,5
0.57251,0.21067,10
0.18854,0.66492,6
0.95264,0.76782,18
0.33415,0.24645,32
0.7699,0.58496,0
0.23436,0.51194,12
0.72222,0.44798,21
0.39653,0.17354,25
0.66075,0.62778,7
0.4691,0.45467,5
0.72236,0.44949,21
0.4566,0.82832,20
0.13248,0.80767,29
0.25612,0.22188,4
0.2044,0.65712,6
0.5731,0.21317,10
0.72892,0.30538,31
0.34186,0.24471,32
0.95484,0.76918,18
0.72249,0.44936,21
0.4668,0.45315,5
0.10011,0.39757,16
0.22975,0.50599,12
0.66104,0.62808,7
0.72299,0.44833,21
0.88322,0.67352,0
0.34,0.24297,32
0.19525,0.9061,11
0.21223,0.66975,6
0.56542,0.21515,10
0.46944,0.45415,5
0.72218,0.45024,21
0.72921,0.30495,31
0.11578,0.95581,15
0.65989,0.62782,7
0.51667,0.39127,14
0.95458,0.77465,18
0.33552,0.24068,32
0.16011,0.48643,1
0.15307,0.46343,17
0.23166,0.50834,12
0.46833,0.45268,5
0.20141,0.67386,6
0.57446,0.20703,10
0.39663,0.73929,0
0.72379,0.44828,21
0.1496,0.44676,24
0.66269,0.62937,7
0.46797,0.4511,5
0.73016,0.30538,31
0.34328,0.243,32
0.72239,0.44878,21
0.72264,0.45005,21
0.72239,0.44908,21
0.010669,0.83285,19
0.20582,0.65864,6
0.4688,0.45261,5
0.23968,0.5061,12
0.94912,0.77052,18
0.72142,0.44951,21
0.55778,0.20215,10
0.13106,0.80902,29
0.66179,0.62904,7
0.72261,0.44947,21
0.46136,0.8244,20
0.34307,0.24467,32
0.42963,0.88776,0
0.72826,0.30701,31
0.20164,0.6705,6
0.57823,0.22294,10
0.25815,0.21876,4
0.9535,0.77458,18
0.23806,0.50339,12
0.39645,0.17355,25
0.6603,0.6312,7
0.099606,0.40119,16
0.34102,0.24475,32
0.72256,0.4501,21
0.20376,0.66625,6
0.56683,0.21438,10
0.19522,0.90577,11
0.11434,0.35482,0
0.72239,0.44982,21
0.66021,0.63126,7
0.51515,0.38274,14
0.34138,0.24424,32
0.72854,0.30532,31
0.23637,0.50781,12
0.95483,0.76697,18
0.11501,0.95564,15
0.16028,0.48674,1
0.19635,0.64431,6
0.57323,0.2179,10
0.14807,0.44696,24
0.65869,0.62861,7
0.34884,0.23973,32
0.72281,0.44931,21
0.153,0.46341,17
0.1323,0.80793,29
0.86946,0.65035,0
0.73024,0.30723,31
0.23413,0.51315,12
0.9513,0.77134,18
0.20388,0.65129,6
0.5699,0.21455,10
0.010793,0.83175,19
0.46943,0.81556,20
0.34123,0.2455,32
0.66029,0.62799,7
0.23842,0.50516,12
0.19842,0.66761,6
0.57723,0.2074,10
0.25554,0.22109,4
0.42226,0.52631,0
0.73012,0.30527,31
0.66058,0.63081,7
0.34186,0.24406,32
0.95343,0.7704,18
0.10012,0.4007,16
0.57669,0.2262,10
0.39647,0.1738,25
0.23722,0.50645,12
0.20444,0.6563,6
0.66201,0.63041,7
0.50827,0.38506,14
0.34798,0.24489,32
0.19487,0.90595,11
0.7298,0.30678,31
0.96045,0.76762,18
0.11653,0.9557,15
0.82023,0.63523,0
0.57331,0.2093,10
0.13266,0.80772,29
0.14884,0.44624,24
0.16021,0.48647,1
0.20535,0.6607,6
0.66136,0.62758,7
0.352,0.25213,32
0.23154,0.5132,12
0.58038,0.20703,10
0.95675,0.76987,18
0.45125,0.81259,20
0.72925,0.30655,31
0.15319,0.46356,17
0.34227,0.24544,32
0.66212,0.63044,7
0.22187,0.65854,6
1.0462,0.21616,0
0.23479,0.50438,12
0.58326,0.21204,10
0.010438,0.83149,19
0.34391,0.24611,32
0.72801,0.30489,31
0.21461,0.64914,6
0.65998,0.62933,7
0.95156,0.76853,18
0.25781,0.21648,4
0.58279,0.2129,10
0.23,0.5018,12
0.10001,0.39713,16
0.33897,0.24759,32
0.5201,0.38694,14
0.93235,0.45539,0
0.13005,0.80847,29
0.66099,0.63123,7
0.19305,0.65492,6
0.72821,0.30543,31
0.95353,0.77495,18
0.58062,0.20976,10
0.19506,0.90615,11
0.14808,0.44692,24
0.23675,0.5115,12
0.39635,0.17341,25
0.34236,0.24607,32
0.11643,0.9552,15
0.16014,0.48643,1
0.20934,0.66803,6
0.65952,0.63016,7
0.73949,0.23102,0
0.57634,0.21639,10
0.46369,0.81861,20
0.34581,0.24954,32
0.95316,0.76949,18
0.72826,0.3069,31
0.20482,0.6563,6
0.66158,0.63125,7
0.58268,0.21781,10
0.15309,0.46345,17
0.33589,0.24816,32
0.010655,0.83375,19
0.59478,0.9415,0
0.20729,0.63454,6
0.25903,0.22105,4
0.95505,0.78155,18
0.66029,0.63103,7
0.72846,0.30543,31
0.13289,0.80678,29
0.58221,0.22573,10
0.336,0.24238,32
0.51465,0.38187,14
0.10284,0.39947,16
0.19839,0.66668,6
0.34515,0.24432,32
0.66222,0.62991,7
0.14797,0.44514,24
0.5713,0.21526,10
0.42332,0.34515,0
0.95593,0.76751,18
0.72986,0.30854,31
0.19487,0.90634,11
0.11702,0.95594,15
0.16041,0.48648,1
0.19308,0.66119,6
0.3396,0.24301,32
0.39647,0.17342,25
0.45541,0.81761,20
0.66404,0.62919,7
0.56778,0.21943,10
0.94776,0.76873,18
0.20553,0.65748,6
0.34476,0.24489,32
0.33933,0.7753,0
0.73047,0.30682,31
0.57119,0.20239,10
0.65951,0.62925,7
0.1325,0.80843,29
0.35167,0.23453,32
0.22077,0.65367,6
0.51751,0.38569,14
0.15309,0.46359,17
0.95305,0.76914,18
0.25417,0.21771,4
0.82387,0.80328,0
0.010314,0.83183,19
0.72919,0.30564,31
0.56774,0.21528,10
0.66142,0.63147,7
0.10007,0.39793,16
0.33614,0.24415,32
0.19834,0.66428,6
0.14879,0.44647,24
0.95214,0.76754,18
0.66143,0.62841,7
0.56433,0.22138,10
0.11586,0.95585,15
0.47604,0.11155,0
0.45768,0.81767,20
0.34241,0.24465,32
0.19499,0.90592,11
0.20699,0.65514,6
0.72922,0.30508,31
0.16035,0.48638,1
0.66096,0.63071,7
0.56925,0.21543,10
0.94574,0.77025,18
0.34185,0.24991,32
0.13325,0.80959,29
0.39647,0.17344,25
0.20409,0.65037,6
0.92272,1.1863,0
0.73076,0.30599,31
0.66132,0.62815,7
0.55967,0.21699,10
0.34273,0.2435,32
0.51155,0.38262,14
0.2201,0.64913,6
0.95332,0.76744,18
0.25037,0.2149,4
0.57416,0.20596,10
0.65836,0.62832,7
0.34299,0.24226,32
0.14817,0.44493,24
0.009,0.83221,19
0.73084,0.3059,31
0.15306,0.46364,17
0.10004,0.39838,16
0.20377,0.65639,6
0.27939,0.73101,0
0.95662,0.77359,18
0.46403,0.81474,20
0.57263,0.22025,10
0.66321,0.62817,7
0.33924,0.23991,32
0.18292,0.64442,6
0.11624,0.95643,15
0.13068,0.80941,29
0.19506,0.9063,11
0.16026,0.48648,1
0.73041,0.30675,31
0.63146,1.0198,0
0.57511,0.21558,10
0.34262,0.24362,32
0.661,0.63135,7
0.95306,0.76879,18
0.20429,0.65552,6
0.66061,0.63092,7
0.32678,0.23686,32
0.56407,0.20439,10
0.39649,0.17338,25
0.72785,0.30636,31
0.52029,0.39698,14
0.34003,0.59091,0
0.95387,0.76221,18
0.21232,0.66073,6
0.25695,0.21135,4
0.34983,0.23934,32
0.14862,0.44548,24
0.57501,0.21554,10
0.65955,0.62906,7
0.46691,0.82149,20
0.10173,0.40017,16
0.20366,0.65754,6
0.84578,0.92794,0
0.0089055,0.83261,19
0.34818,0.25305,32
0.72742,0.30434,31
0.95808,0.76963,18
0.56089,0.22089,10
0.1306,0.80803,29
0.66075,0.6314,7
0.15303,0.46379,17
0.20369,0.65549,6
0.34194,0.24446,32
0.11669,0.95583,15
0.19527,0.90592,11
0.5682,0.22068,10
0.16017,0.48642,1
0.66238,0.63095,7
0.95447,0.76921,18
0.88595,0.084663,0
0.7304,0.30656,31
0.3383,0.24798,32
0.19367,0.66793,6
0.51805,0.39765,14
0.57787,0.21402,10
0.66144,0.62632,7
0.95339,0.77255,18
0.20349,0.64616,6
0.34325,0.24428,32
0.57068,0.20375,10
0.14794,0.44613,24
0.25584,0.22063,4
0.3966,0.17355,25
0.13464,0.091447,0
0.72875,0.30646,31
0.66242,0.62839,7
0.47428,0.80852,20
0.13114,0.80912,29
0.095431,0.3994,16
0.34179,0.24455,32
0.20434,0.66279,6
0.57421,0.22645,10
0.9529,0.7697,18
0.66054,0.62827,7
0.33508,0.24585,32
0.26171,0.4651,0
0.0089862,0.83379,19
0.72948,0.30674,31
0.20736,0.66319,6
0.15284,0.4637,17
0.58454,0.20716,10
0.16002,0.48658,1
0.66226,0.62984,7
0.95841,0.77367,18
0.19547,0.90602,11
0.11559,0.95563,15
0.34151,0.24467,32
0.51786,0.38662,14
0.5738,0.21737,10
0.19554,0.64308,6
0.65965,0.63018,7
0.39781,0.72177,0
0.73021,0.30572,31
0.34233,0.24405,32
0.14987,0.44614,24
0.95604,0.77503,18
0.13062,0.80721,29
0.59057,0.2021,10
0.45902,0.82792,20
0.25699,0.22015,4
0.20352,0.6602,6
0.65934,0.62953,7
0.34242,0.24433,32
0.72897,0.30605,31
0.39659,0.17333,25
0.10052,0.39571,16
0.22312,0.63137,0
0.55562,0.20466,10
0.21597,0.65274,6
0.95369,0.76993,18
0.33879,0.23739,32
0.66012,0.63139,7
0.57332,0.22528,10
0.34369,0.24164,32
0.19212,0.65978,6
0.73034,0.30606,31
0.010642,0.83096,19
0.65961,0.62973,7
0.10709,0.27184,0
0.52315,0.38578,14
0.1605,0.48655,1
0.95335,0.76905,18
0.15288,0.46371,17
0.19513,0.90591,11
0.34509,0.24268,32
0.11561,0.95631,15
0.57563,0.22744,10
0.20324,0.65547,6
0.13073,0.80922,29
0.66168,0.62917,7
0.14976,0.44623,24
0.95427,0.77392,18
0.85246,0.96535,0
0.72953,0.30567,31
0.46092,0.81378,20
0.34771,0.23454,32
0.20662,0.65359,6
0.5854,0.21513,10
0.26169,0.21701,4
0.65971,0.62686,7
0.098981,0.40664,16
0.33686,0.24639,32
0.20663,0.66784,6
0.57783,0.20448,10
0.95001,0.75833,18
0.7301,0.30646,31
0.6608,0.63071,7
0.3964,0.17344,25
0.32983,0.2432,32
0.59439,0.83299,0
0.58402,0.22361,10
0.52239,0.39164,14
0.20589,0.65599,6
0.66173,0.6298,7
0.95319,0.76842,18
0.35184,0.24155,32
0.16035,0.48642,1
0.13207,0.80907,29
0.0096707,0.83147,19
0.72953,0.3073,31
0.57184,0.22306,10
0.29815,0.32388,0
0.11588,0.95481,15
0.2051,0.64891,6
0.19535,0.90613,11
0.14848,0.44583,24
0.35094,0.2377,32
0.15319,0.46342,17
0.66092,0.63047,7
0.4603,0.80694,20
0.95089,0.767,18
0.57906,0.2274,10
0.20804,0.65991,6
0.73128,0.30664,31
0.25535,0.2182,4
0.33822,0.24745,32
0.2612,0.39067,0
0.10174,0.39593,16
0.57793,0.21004,10
0.19077,0.65877,6
0.95297,0.76997,18
0.34204,0.24432,32
0.52544,0.38596,14
0.72796,0.30527,31
0.13255,0.80848,29
0.58715,0.21235,10
0.23111,0.32842,0
0.20522,0.66114,6
0.39647,0.17383,25
0.33802,0.24598,32
0.95506,0.76829,18
0.16045,0.4863,1
0.01034,0.8345,19
0.56831,0.23114,10
0.14987,0.446,24
0.11552,0.95615,15
0.34406,0.24432,32
0.20549,0.65618,6
0.46412,0.8125,20
0.72808,0.30607,31
0.67177,0.54665,0
0.19484,0.90632,11
0.95088,0.77016,18
0.56657,0.2133,10
0.15324,0.46356,17
0.34025,0.23699,32
0.20386,0.65623,6
0.25934,0.21976,4
0.73119,0.30506,31
0.57069,0.20446,10
0.099272,0.39767,16
0.3413,0.23344,32
0.95656,0.40348,0
0.13287,0.80768,29
0.95394,0.76963,18
0.51731,0.38673,14
0.20272,0.65796,6
0.5777,0.21458,10
0.33995,0.2459,32
0.72953,0.30778,31
0.1986,0.66103,6
0.19763,0.95168,0
0.95274,0.77019,18
0.1159,0.95599,15
0.16025,0.48643,1
0.14854,0.44601,24
0.34291,0.24435,32
0.58204,0.20574,10
0.39645,0.17353,25
0.47344,0.83089,20
0.0092014,0.83179,19
0.20149,0.64122,6
0.73098,0.30461,31
0.57216,0.22432,10
0.19506,0.90591,11
0.34409,0.24433,32
0.046727,1.0243,0
0.95202,0.76859,18
0.2562,0.22249,4
0.20455,0.66004,6
0.13207,0.80885,29
0.15324,0.46351,17
0.56794,0.21612,10
0.72896,0.30728,31
0.34026,0.237,32
0.50991,0.38567,14
0.78103,0.5485,0
0.10173,0.39735,16
0.20518,0.66153,6
0.95033,0.77051,18
0.34652,0.24337,32
0.57137,0.21391,10
0.73011,0.30565,31
0.19772,0.65067,6
0.14939,0.4472,24
0.34169,0.24185,32
0.57006,0.21533,10
0.96187,0.76849,18
0.45634,0.81405,20
0.70628,0.64096,0
0.16022,0.48662,1
0.11635,0.9553,15
0.0087488,0.83347,19
0.20325,0.65854,6
0.3437,0.24699,32
0.73094,0.30717,31
0.58826,0.20975,10
0.3964,0.17373,25
0.13244,0.80752,29
0.19513,0.90606,11
0.95414,0.76954,18
0.92142,0.94053,0
0.20923,0.65272,6
0.25179,0.21666,4
0.34375,0.24468,32
0.55952,0.21473,10
0.50914,0.39176,14
0.72879,0.30566,31
0.10215,0.39866,16
0.21127,0.6656,6
0.58013,0.21615,10
0.34321,0.24247,32
0.95097,0.76612,18
0.15305,0.4636,17
0.36698,0.27026,0
0.19643,0.67244,6
0.57579,0.20477,10
0.14843,0.44615,24
0.34357,0.2405,32
0.45829,0.821,20
0.73011,0.3059,31
0.95167,0.77018,18
0.16051,0.48644,1
0.24183,0.49647,0
0.58028,0.21896,10
0.13207,0.80786,29
0.20813,0.64517,6
0.34006,0.23818,32
0.11574,0.95589,15
0.010631,0.83294,19
0.73085,0.30596,31
0.56852,0.21552,10
0.95255,0.76802,18
0.34235,0.24424,32
0.19938,0.65362,6
0.5123,0.3854,14
0.19511,0.9059,11
0.39654,0.17356,25
0.26216,0.21587,4
0.8165,0.88276,0
0.34105,0.24351,32
0.57788,0.22474,10
0.099391,0.39411,16
0.20526,0.65519,6
0.72753,0.30699,31
0.95626,0.76716,18
0.57874,0.21876,10
0.34363,0.2477,32
0.14931,0.4465,24
0.45637,0.81574,20
0.19986,0.57747,0
0.15301,0.46373,17
0.18537,0.66182,6
0.13109,0.80722,29
0.73123,0.30683,31
0.95278,0.76958,18
0.56807,0.2264,10
0.34178,0.24493,32
0.16025,0.48634,1
0.2037,0.65908,6
0.59319,0.3993,0
0.11624,0.95584,15
0.33209,0.23952,32
0.57133,0.21457,10
0.51822,0.38542,14
0.010802,0.83155,19
0.95515,0.76955,18
0.73057,0.30692,31
0.20618,0.65463,6
0.19531,0.90583,11
0.2515,0.21778,4
0.34343,0.24682,32
0.56787,0.21021,10
0.39657,0.17341,25
0.4314,0.60181,0
0.096584,0.39846,16
0.20194,0.65701,6
0.72848,0.30771,31
0.33885,0.24358,32
0.95408,0.77769,18
0.44967,0.80235,20
0.14869,0.4467,24
0.55405,0.21266,10
0.13038,0.80843,29
0.19716,0.64976,6
0.33588,0.24514,32
0.60526,0.4693,0
0.7282,0.30625,31
0.5754,0.21631,10
0.15311,0.46331,17
0.95377,0.77027,18
0.1601,0.48647,1
0.33932,0.24817,32
0.2069,0.65478,6
0.51225,0.39722,14
0.57083,0.21653,10
0.92487,0.037485,0
0.0082779,0.83281,19
0.34436,0.24326,32
0.95164,0.77272,18
0.20436,0.65653,6
0.72974,0.30637,31
0.11527,0.95575,15
0.25999,0.21416,4
0.55734,0.21978,10
0.19519,0.90624,11
0.34474,0.24022,32
0.13135,0.81007,29
0.46616,0.81492,20
0.20124,0.66486,6
0.098203,0.39193,16
0.15007,0.44643,24
0.29375,0.2149,0
0.95346,0.77948,18
0.56577,0.21016,10
0.39634,0.17342,25
0.72957,0.30545,31
0.33865,0.24127,32
0.20865,0.65772,6
0.57758,0.22182,10
0.34211,0.24498,32
0.95286,0.7691,18
0.72916,0.30806,31
0.51559,0.51946,0
0.51634,0.38982,14
0.2051,0.65622,6
0.16027,0.48629,1
0.55441,0.22023,10
0.15328,0.46335,17
0.34576,0.24055,32
0.0089763,0.83368,19
0.2103,0.66216,6
0.95321,0.77113,18
0.11755,0.95635,15
0.1315,0.80914,29
0.7288,0.30461,31
0.58346,0.20332,10
0.5553,0.73043,0
0.34332,0.24221,32
0.26058,0.2144,4
0.45458,0.80561,20
0.19572,0.90596,11
0.20791,0.66428,6
0.10189,0.39734,16
0.15024,0.44625,24
0.9523,0.77043,18
0.34048,0.24604,32
0.57404,0.21891,10
0.72935,0.30556,31
0.97631,0.38934,0
0.39666,0.17359,25
0.20492,0.67556,6
0.34311,0.24739,32
0.56628,0.21358,10
0.94543,0.77175,18
0.51241,0.39827,14
0.20981,0.66775,6
0.34775,0.24799,32
0.16041,0.48621,1
0.73047,0.30618,31
0.57809,0.21885,10
0.097113,0.40538,0
0.13048,0.80788,29
0.95235,0.7692,18
0.15289,0.46348,17
0.34211,0.24819,32
0.18176,0.66504,6
0.010939,0.83134,19
0.11629,0.95528,15
0.46977,0.81693,20
0.57853,0.20654,10
0.25772,0.21963,4
0.7305,0.3069,31
0.14873,0.44576,24
0.34566,0.24904,32
0.19877,0.77798,0
0.19478,0.90603,11
0.20693,0.65332,6
0.10248,0.39647,16
0.95244,0.76963,18
0.56811,0.20041,10
0.34106,0.24508,32
0.73169,0.30582,31
0.20467,0.65656,6
0.525,0.37751,14
0.56513,0.21558,10
0.39638,0.17362,25
0.95617,0.76711,18
0.33193,0.24398,32
0.13136,0.80745,29
0.2498,0.13058,0
0.57266,0.22466,10
0.2005,0.65723,6
0.1603,0.48629,1
0.72997,0.30542,31
0.33714,0.23755,32
0.46201,0.81119,20
0.11523,0.95686,15
0.94845,0.76793,18
0.57803,0.22099,10
0.20375,0.65594,6
0.2588,0.22021,4
0.15326,0.46348,17
0.33751,0.24062,32
0.25503,0.45594,0
0.14899,0.44604,24
0.72883,0.30692,31
0.0099259,0.83148,19
0.19535,0.90596,11
0.20726,0.67651,6
0.57649,0.22684,10
0.09996,0.39935,16
0.95476,0.7699,18
0.34187,0.24682,32
0.16612,0.91942,0
0.51548,0.38877,14
0.57974,0.21678,10
0.18619,0.6418,6
0.73059,0.3073,31
0.13253,0.80855,29
0.34205,0.24528,32
0.95334,0.77369,18
0.56996,0.22106,10
0.20208,0.66915,6
0.39639,0.17377,25
0.16031,0.48634,1
0.33867,0.24217,32
0.66815,0.16295,0
0.45487,0.82373,20
0.72849,0.30678,31
0.11508,0.95618,15
0.58919,0.20719,10
0.95354,0.76866,18
0.21163,0.66056,6
0.33561,0.25173,32
0.14767,0.44629,24
0.2546,0.2185,4
0.34598,0.68055,0
0.72972,0.30582,31
0.57287,0.22156,10
0.34034,0.24406,32
0.15315,0.46346,17
0.20356,0.64673,6
0.34501,0.17088,3
0.19536,0.90621,11
0.1307,0.80681,29
0.95332,0.76599,18
0.099857,0.39093,16
0.008613,0.83304,19
0.51506,0.37864,14
0.34524,0.17061,3
0.34126,0.24423,32
0.57159,0.19952,10
0.2052,0.64744,6
0.72848,0.30622,31
0.22954,0.22233,0
0.34498,0.17061,3
0.95278,0.77055,18
0.34528,0.17058,3
0.34212,0.24484,32
0.34515,0.17081,3
0.19576,0.66051,6
0.46406,0.81984,20
0.58397,0.21469,10
0.3449,0.1706,3
0.16026,0.48648,1
0.72986,0.3069,31
0.11637,0.95561,15
0.34514,0.17045,3
0.52625,0.37788,0
0.34342,0.24532,32
0.39647,0.17388,25
0.95113,0.76668,18
0.14905,0.4459,24
0.345,0.17062,3
0.58093,0.20864,10
0.2188,0.66733,6
0.25889,0.21766,4
0.13157,0.8097,29
0.34494,0.17069,3
0.34241,0.24927,32
0.73023,0.30647,31
0.34498,0.17055,3
0.57452,0.2208,10
0.21038,0.67498,6
0.94928,0.76919,18
0.67653,0.14351,0
0.34496,0.17058,3
0.51781,0.38672,14
0.10251,0.39734,16
0.19506,0.90652,11
0.34214,0.23841,32
0.15308,0.46345,17
0.010637,0.83427,19
0.34513,0.17076,3
0.57376,0.21694,10
0.73046,0.30721,31
0.19759,0.65934,6
0.34328,0.23881,32
0.345,0.17059,3
0.94805,0.76856,18
0.46653,0.81819,20
0.56699,0.21355,10
0.35572,0.46494,0
0.34497,0.1705,3
0.21167,0.66619,6
0.16047,0.48648,1
0.3426,0.25261,32
0.72957,0.3058,31
0.14827,0.44564,24
0.34513,0.17071,3
0.59441,0.21043,10
0.1155,0.95559,15
0.9569,0.76836,18
0.13093,0.80867,29
0.3491,0.24409,32
0.34504,0.17054,3
0.18568,0.65513,6
0.3965,0.17345,25
0.26158,0.21873,4
0.56521,0.22146,10
0.046655,0.2546,0
0.34506,0.17061,3
0.73017,0.30684,31
0.51054,0.38588,14
0.34513,0.1706,3
0.34283,0.24351,32
0.95379,0.76849,18
0.21163,0.65615,6
0.098551,0.39577,16
0.57794,0.21966,10
0.19489,0.90587,11
0.011303,0.83267,19
0.34521,0.1705,3
0.21484,0.031658,0
0.34778,0.24602,32
0.15322,0.46343,17
0.19564,0.65814,6
0.4702,0.81252,20
0.72979,0.30773,31
0.34519,0.1707,3
0.5775,0.21858,10
0.9523,0.773,18
0.34533,0.24822,32
0.197,0.65826,6
0.34491,0.17059,3
0.13206,0.80838,29
0.16014,0.48643,1
0.57208,0.21599,10
0.14873,0.44552,24
0.78874,0.22893,0
0.72982,0.30614,31
0.33598,0.24202,32
0.34488,0.17069,3
0.11569,0.95596,15
0.95355,0.76843,18
0.34499,0.17059,3
0.19854,0.65175,6
0.58014,0.20926,10
0.25584,0.21723,4
0.51649,0.39011,14
0.34504,0.17066,3
0.39665,0.17339,25
0.6656,0.46739,0
0.94524,0.76863,18
0.73064,0.30683,31
0.20671,0.65781,6
0.58303,0.21828,10
0.34503,0.17078,3
0.10033,0.39752,16
0.19505,0.90616,11
0.34497,0.17064,3
0.44668,0.82411,20
0.011186,0.83296,19
0.57267,0.22379,10
0.20871,0.65897,6
0.3452,0.17047,3
0.94965,0.76882,18
0.13257,0.80871,29
0.72948,0.30745,31
0.30874,0.93362,0
0.15299,0.46345,17
0.14819,0.44568,24
0.34529,0.17065,3
0.56727,0.21542,10
0.16006,0.48636,1
0.20415,0.66039,6
0.34491,0.17052,3
0.11615,0.95605,15
0.7313,0.30559,31
0.95307,0.76983,18
0.3449,0.17072,3
0.33115,0.53613,0
0.51893,0.38282,14
0.58392,0.20833,10
0.20599,0.65772,6
0.25511,0.216,4
0.34507,0.17049,3
0.72885,0.30657,31
0.95299,0.76915,18
0.57875,0.22721,10
0.34492,0.1706,3
0.21507,0.65134,6
0.10077,0.39773,16
0.39644,0.17385,25
0.84428,0.27675,0
0.4578,0.81123,20
0.34486,0.17051,3
0.13324,0.81007,29
0.19499,0.90597,11
0.57758,0.21541,10
0.73019,0.30692,31
0.20383,0.66032,6
0.34498,0.17072,3
0.954,0.77143,18
0.010244,0.83176,19
0.34516,0.17054,3
0.1484,0.44635,24
0.57737,0.21872,10
0.153,0.46356,17
0.89557,0.51647,0
0.34484,0.17059,3
0.2055,0.65253,6
0.16016,0.48632,1
0.34502,0.17054,3
0.11557,0.95521,15
0.72974,0.30566,31
0.95154,0.76884,18
0.51928,0.38837,14
0.34524,0.17066,3
0.56256,0.21912,10
0.34511,0.17059,3
0.19368,0.64961,6
0.25434,0.21858,4
1.0107,0.22692,0
0.34497,0.17062,3
0.57765,0.21544,10
0.13188,0.80751,29
0.72948,0.30518,31
0.95296,0.76976,18
0.345,0.17058,3
0.47071,0.81207,20
0.20664,0.66728,6
0.097339,0.40115,16
0.57008,0.2202,10
0.34564,0.17045,3
0.19539,0.90601,11
0.39638,0.1738,25
0.34526,0.17058,3
0.20226,0.65643,6
0.83219,0.18069,0
0.14939,0.44622,24
